Geography,Type,ASP,Total Units Sold,Week,Year,Total Crop Inventory
Tampa,Conventional,1.047915223,622283.19,3/15/2020,2020,48039847
Tampa,Conventional,1.071772388,660583.52,3/22/2020,2020,54765620
Tampa,Conventional,1.225958072,572196.84,3/29/2020,2020,36225538
Tampa,Conventional,1.212252343,582793.95,4/5/2020,2020,24392863
Tampa,Conventional,1.216324776,536880.37,4/12/2020,2020,24945091
Tampa,Conventional,1.192650409,602993.02,4/19/2020,2020,65731766
Tampa,Conventional,1.190453836,590369,4/26/2020,2020,70861471
Tampa,Conventional,1.077427093,787771.26,5/3/2020,2020,57343819
Tampa,Conventional,1.154714214,601690.76,5/10/2020,2020,68814562
Tampa,Conventional,1.174233367,590684.15,5/17/2020,2020,54720342
Tampa,Conventional,1.082742386,692813.84,5/24/2020,2020,51932040
Tampa,Conventional,1.179196256,594977.39,5/31/2020,2020,51667453
Tampa,Conventional,1.104396848,602983.29,6/7/2020,2020,54322214
Tampa,Conventional,1.179871001,604604.98,6/14/2020,2020,64385710
Tampa,Conventional,1.161800905,616602.83,6/21/2020,2020,65624404
Tampa,Conventional,1.041552722,668506.2,6/28/2020,2020,67186115
Tampa,Conventional,1.029830092,701886.48,7/5/2020,2020,55217288
Tampa,Conventional,1.047257396,586849.81,7/12/2020,2020,52258875
Tampa,Conventional,1.024256766,610369.79,7/19/2020,2020,55528282
Tampa,Conventional,0.901291214,588242.49,7/26/2020,2020,59549678
Tampa,Conventional,0.908216213,591235.49,8/2/2020,2020,61589035
Tampa,Conventional,0.947534469,593288.42,8/9/2020,2020,52326427
Tampa,Conventional,0.936438376,560945.32,8/16/2020,2020,45333672
Tampa,Conventional,0.897824734,583366.03,8/23/2020,2020,54176904
Tampa,Conventional,0.870606977,594816.85,8/30/2020,2020,48717827
Tampa,Conventional,0.858295637,661984.63,9/6/2020,2020,52693480
Tampa,Conventional,0.864322676,623637.63,9/13/2020,2020,50284383
Tampa,Conventional,0.905210137,556717.54,9/20/2020,2020,45986305
Tampa,Conventional,0.965796735,529712.01,9/27/2020,2020,56022215
Tampa,Conventional,0.947676207,527796.15,10/4/2020,2020,52210342
Tampa,Conventional,0.941507359,531765.29,10/11/2020,2020,56934734
Tampa,Conventional,0.92454772,553591.67,10/18/2020,2020,55700190
Tampa,Conventional,0.767229733,619625.92,10/25/2020,2020,55363816
Tampa,Conventional,0.847159713,556417.43,11/1/2020,2020,49583231
Tampa,Conventional,0.802945355,620042.81,11/8/2020,2020,42926514
Tampa,Conventional,0.831641966,544508.15,11/15/2020,2020,56990553
Tampa,Conventional,0.814639259,526814.62,11/22/2020,2020,51684524
Tampa,Conventional,0.677875976,538814.02,11/29/2020,2020,51583230
Tampa,Conventional,0.793205647,522533.77,12/6/2020,2020,48362546
Tampa,Conventional,0.705371301,552465.73,12/13/2020,2020,46412939
Tampa,Conventional,0.803724681,521143.76,12/20/2020,2020,53259676
Tampa,Conventional,0.696003081,548203.68,12/27/2020,2020,44512948
Toledo,Conventional,0.812059463,152094.65,1/5/2020,2020,32537444
Toledo,Conventional,0.822876828,152751.81,1/12/2020,2020,65307572
Toledo,Conventional,0.840743292,164977.29,1/19/2020,2020,76375629
Toledo,Conventional,0.943090406,128728.58,1/26/2020,2020,66647112
Toledo,Conventional,0.715875765,198243.87,2/2/2020,2020,45414983
